customer_id,company_name,industry,subscription_tier,annual_recurring_revenue,renewal_days,health_score,health_status,primary_risk_reasons,recommended_action,salesforce_update_date
CUST-100849,Frost-Holmes,Education,Enterprise,19998,264,61.4,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100850,Espinoza-Johnson,Financial Services,Starter,178977,361,54.3,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100851,Williams-Ortiz,Financial Services,Enterprise,49351,174,69.5,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100852,Salinas Inc,Logistics,Starter,258801,55,57.1,Watch,Low feature adoption; Negative NPS; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-100853,"Cox, Tapia and Singleton",Logistics,Enterprise,105838,304,59.7,Watch,High support volume; No recent CSM touch,Review support history and escalate recurring issues,2026-06-27
CUST-100854,Delgado Inc,Financial Services,Professional,198449,102,64.7,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100855,Brown-Mccoy,Education,Starter,256158,48,64.7,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100856,Taylor-Santana,Financial Services,Enterprise,250857,330,65.6,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100857,Harvey-Jackson,Manufacturing,Enterprise,129332,133,56.6,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100858,Nguyen-Martin,Financial Services,Professional,185186,250,51.6,Watch,High support volume; Negative NPS,Review support history and escalate recurring issues,2026-06-27
CUST-100859,Brown-Perez,Technology,Starter,262951,145,65.9,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100860,"Ramsey, Mccoy and Fuller",Technology,Enterprise,65966,55,57.2,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100861,Velez Ltd,Education,Professional,170396,206,67.5,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100862,"Gallagher, Maldonado and Palmer",Technology,Professional,95372,34,49.0,At Risk,Low feature adoption; Negative NPS; No recent CSM touch; Upcoming renewal,Escalate renewal risk and schedule executive outreach,2026-06-27
CUST-100863,Powers-Ruiz,Education,Professional,240250,279,69.5,Watch,Negative NPS,Monitor,2026-06-27
CUST-100864,Mason PLC,Healthcare,Enterprise,267134,306,60.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100865,Ponce-Johnson,Manufacturing,Professional,245421,208,79.5,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100866,Sutton Ltd,Logistics,Enterprise,271153,32,55.1,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100867,Hardin-Patterson,Manufacturing,Enterprise,12096,77,59.9,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-100868,Singh and Sons,Manufacturing,Starter,246440,349,67.2,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100869,Nelson Ltd,Logistics,Professional,239922,46,63.8,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100870,Farmer Inc,Financial Services,Starter,78875,190,68.1,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100871,Rodriguez-Scott,Healthcare,Professional,200347,16,46.9,At Risk,Low feature adoption; No recent CSM touch; Upcoming renewal,Escalate renewal risk and schedule executive outreach,2026-06-27
CUST-100872,"Bernard, Martin and Fletcher",Logistics,Professional,178790,208,62.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100873,Arnold and Sons,Technology,Starter,102916,97,59.8,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100874,Ross-Smith,Manufacturing,Professional,230751,344,71.5,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100875,Greer and Sons,Manufacturing,Enterprise,20235,250,78.4,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-100876,Harmon-Lane,Technology,Enterprise,230028,310,56.4,Watch,Low feature adoption; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-100877,Bender Ltd,Technology,Enterprise,279080,231,69.8,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100878,Ray Inc,Education,Professional,15895,122,68.3,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100879,Alvarez Group,Education,Professional,298348,18,70.0,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100880,Dalton-Bradley,Logistics,Starter,264461,73,63.5,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100881,Davis-Fuller,Healthcare,Enterprise,283030,313,64.0,Watch,Negative NPS,Monitor,2026-06-27
CUST-100882,Hooper Group,Education,Professional,294694,314,68.6,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100883,Shaffer PLC,Education,Professional,250044,294,78.5,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100884,"Ibarra, Rodriguez and Ward",Financial Services,Starter,166464,19,67.4,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100885,"Davis, Rivera and Frye",Healthcare,Enterprise,148547,243,61.3,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100886,Parker-Ashley,Logistics,Enterprise,164962,14,66.8,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-100887,Schmidt Group,Financial Services,Professional,52297,68,60.3,Watch,High support volume; Negative NPS; Upcoming renewal,Review support history and escalate recurring issues,2026-06-27
CUST-100888,Anderson-Long,Education,Starter,70484,303,64.8,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100889,"Meyer, Sherman and Meyer",Financial Services,Enterprise,103959,121,69.4,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100890,Cummings Ltd,Manufacturing,Enterprise,56250,79,66.6,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100891,Butler and Sons,Manufacturing,Enterprise,212889,226,75.2,Healthy,High support volume,Review support history and escalate recurring issues,2026-06-27
CUST-100892,Baxter-Moore,Healthcare,Enterprise,192919,136,66.5,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-100893,Knight-Ortiz,Technology,Professional,255277,155,69.9,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100894,Jackson-Chen,Technology,Professional,216509,75,61.8,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-100895,Fowler-Carter,Technology,Enterprise,247311,162,59.7,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100896,"Dunn, Williams and Johnson",Logistics,Professional,290550,222,57.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100897,"James, Morrow and Kerr",Financial Services,Starter,153728,131,72.0,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100898,Hill and Sons,Logistics,Enterprise,138771,302,55.3,Watch,Low feature adoption; Negative NPS; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-100899,Clarke-Carrillo,Financial Services,Enterprise,106328,6,61.5,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100900,Hughes-Meadows,Healthcare,Enterprise,227612,54,72.5,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100901,Patel-Baker,Financial Services,Starter,160529,18,72.1,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100902,Diaz LLC,Education,Enterprise,125678,63,60.0,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-100903,"Lewis, Ross and Booth",Healthcare,Enterprise,108871,95,57.6,Watch,Negative NPS,Monitor,2026-06-27
CUST-100904,Wheeler PLC,Financial Services,Professional,249735,355,66.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100905,Romero and Sons,Healthcare,Professional,96916,32,64.7,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-100906,Chen Inc,Manufacturing,Professional,150760,36,70.9,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100907,Estrada-Copeland,Healthcare,Starter,269979,277,65.6,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100908,Castaneda PLC,Logistics,Professional,243515,53,53.1,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-100909,Dodson and Sons,Healthcare,Professional,245770,77,75.3,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100910,"Davis, Joseph and Lee",Financial Services,Starter,216725,359,71.1,Healthy,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-100911,King PLC,Technology,Professional,269257,207,60.6,Watch,Low feature adoption; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-100912,"Ross, Warren and Hunter",Healthcare,Professional,130408,353,60.9,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100913,Phillips-Mendez,Financial Services,Professional,292653,350,74.4,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100914,"Ramirez, Turner and Fitzgerald",Financial Services,Starter,292298,236,77.4,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100915,Mckenzie-Brown,Technology,Enterprise,32620,98,66.3,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100916,"Lawrence, Mills and Nelson",Technology,Starter,200356,324,76.2,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100917,"Raymond, Lopez and Nash",Healthcare,Enterprise,113236,304,67.2,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100918,"Jones, Lewis and Alexander",Logistics,Professional,295404,256,74.8,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-100919,Lopez LLC,Financial Services,Starter,31421,173,61.6,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-100920,Padilla-Martinez,Logistics,Enterprise,122980,268,68.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100921,Coleman and Sons,Healthcare,Starter,134151,73,56.7,Watch,Low feature adoption; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-100922,"King, Turner and Willis",Manufacturing,Enterprise,36013,333,61.3,Watch,Negative NPS,Monitor,2026-06-27
CUST-100923,Stanley LLC,Healthcare,Professional,173133,313,69.8,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100924,"Anderson, Nguyen and Lutz",Healthcare,Professional,67748,305,64.5,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100925,"Henderson, Hanson and Contreras",Technology,Professional,118242,348,57.1,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100926,Garcia-Cooper,Healthcare,Enterprise,123794,89,60.8,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-100927,"Ramos, Bullock and Clark",Manufacturing,Enterprise,229660,190,68.4,Watch,Negative NPS,Monitor,2026-06-27
CUST-100928,Carter-Griffin,Manufacturing,Starter,33337,324,61.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100929,Rice LLC,Healthcare,Starter,267311,4,62.7,Watch,Low feature adoption; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-100930,"Edwards, Bradshaw and Green",Logistics,Starter,261567,106,64.1,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-100931,Morrison Ltd,Manufacturing,Enterprise,137437,355,78.2,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100932,May Ltd,Logistics,Professional,58148,179,60.2,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100933,Young-Coleman,Education,Starter,73607,317,56.4,Watch,Low feature adoption; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-100934,Johnson-Arnold,Financial Services,Starter,121108,100,73.9,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100935,"Payne, Johnson and Allen",Manufacturing,Enterprise,104444,23,72.0,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100936,Contreras-Brooks,Financial Services,Professional,239893,316,57.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100937,"Wyatt, Hines and Lopez",Logistics,Starter,66746,276,52.3,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100938,Nunez Group,Healthcare,Starter,281957,121,59.2,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100939,Mitchell LLC,Logistics,Enterprise,116202,167,72.9,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100940,Bailey Inc,Manufacturing,Enterprise,63413,212,75.7,Healthy,Negative NPS,Monitor,2026-06-27
CUST-100941,Powell-Smith,Education,Professional,258934,28,64.7,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-100942,Anderson-Reyes,Manufacturing,Professional,250546,192,55.6,Watch,High support volume; No recent CSM touch,Review support history and escalate recurring issues,2026-06-27
CUST-100943,Ward-Wade,Financial Services,Starter,200004,172,62.2,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100944,Johnson-Strong,Healthcare,Professional,83566,235,57.9,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100945,"Rice, Greene and Zuniga",Education,Starter,166749,327,75.1,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-100946,Poole-Golden,Healthcare,Professional,132430,268,57.3,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100947,Miller-Kidd,Financial Services,Starter,254621,220,86.4,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100948,"Johnson, Shelton and Mitchell",Education,Starter,239671,303,56.7,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100949,Pittman LLC,Healthcare,Professional,35186,259,68.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100950,"Mitchell, Pitts and Parker",Technology,Professional,63379,124,62.7,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100951,Johnson PLC,Manufacturing,Starter,225184,184,62.7,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100952,Ruiz-Williams,Logistics,Professional,263544,83,68.9,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100953,Miller-Combs,Manufacturing,Enterprise,255144,208,62.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100954,"Zhang, Rice and Lyons",Logistics,Enterprise,255424,1,76.6,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100955,Davis Inc,Education,Starter,186538,152,78.8,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100956,Rodriguez Inc,Education,Professional,54445,29,72.2,Healthy,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100957,Garcia Ltd,Healthcare,Professional,39033,188,75.2,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-100958,Adams Group,Logistics,Enterprise,103890,361,60.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100959,"Brown, Lopez and Schultz",Manufacturing,Enterprise,187599,59,58.1,Watch,Low feature adoption; No recent CSM touch; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-100960,Knight Inc,Financial Services,Professional,130194,137,57.2,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100961,"Brown, Jones and Alexander",Financial Services,Professional,45223,232,65.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100962,Cortez-Ramirez,Logistics,Enterprise,290871,150,76.3,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100963,Graham PLC,Healthcare,Starter,252057,201,69.7,Watch,Negative NPS,Monitor,2026-06-27
CUST-100964,Chapman Ltd,Financial Services,Starter,98384,357,67.0,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100965,"Mills, Morris and Reyes",Financial Services,Professional,23896,350,76.2,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-100966,Lowe-Schaefer,Technology,Enterprise,232269,331,72.1,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100967,Santos Inc,Education,Enterprise,133806,172,66.3,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100968,"Flores, Reynolds and Beasley",Education,Professional,289959,235,73.3,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100969,Henderson-Ryan,Manufacturing,Professional,148318,191,68.8,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100970,Christensen LLC,Financial Services,Professional,197137,86,71.0,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100971,"Martinez, Sharp and Spears",Logistics,Enterprise,103938,342,67.7,Watch,Negative NPS,Monitor,2026-06-27
CUST-100972,Moore-Cox,Financial Services,Enterprise,33575,65,54.5,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-100973,Alvarez PLC,Logistics,Professional,30187,177,65.2,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-100974,"Logan, Solis and Stewart",Healthcare,Starter,170104,208,55.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100975,Gardner-Smith,Financial Services,Starter,252145,3,64.6,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100976,Graham and Sons,Technology,Professional,166956,294,55.2,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100977,Bush Group,Logistics,Professional,70885,21,50.4,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100978,Smith-Johnson,Technology,Enterprise,25000,113,65.3,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100979,Cameron-Nunez,Education,Enterprise,114314,114,71.1,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-100980,Jackson Inc,Healthcare,Enterprise,23821,229,72.2,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-100981,"Cole, Doyle and Hammond",Financial Services,Enterprise,269145,310,72.9,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100982,"Wilson, Lewis and Luna",Logistics,Professional,89566,190,65.3,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100983,Singleton-Gay,Financial Services,Professional,196211,288,44.8,At Risk,Low feature adoption; Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-100984,Wilson and Sons,Technology,Professional,229899,84,65.7,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100985,Bryant-Hughes,Manufacturing,Enterprise,229156,307,69.6,Watch,Negative NPS,Monitor,2026-06-27
CUST-100986,"Rojas, Sandoval and Nelson",Financial Services,Starter,287409,303,73.8,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100987,"Marshall, Dean and Padilla",Technology,Starter,155303,285,75.6,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-100988,Jones-Murphy,Technology,Professional,109520,284,57.8,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
